Sold To ID,Sold To Customer,Ship To ID,Ship To Customer,Ship To Address,Ship To City,Ship To State,Ship To Zip,Full Address,Latitude,Longitude,GP CY,GP PY TTD,GP Var,GP % Diff,Revenue CY,Revenue PY TTD,Revenue Var,Revenue % Diff,Total Orders,Avg. GP per Order,Cluster
287169,DUNCASTER INCORPORATED,446778,DUNCASTER INC - 10 LOEFFLER,10 Loeffler Rd,Bloomfield,CT,6002,"10 Loeffler Rd Bloomfield, CT 06002",41.82996,-72.764576,"$2,491","$3,537","($1,046)",-29.58%,"$9,434","$12,562","($3,128)",-24.90%,7,$210.63,0
287169,DUNCASTER INCORPORATED,287169,DUNCASTER INCORPORATED,40 Loeffler Rd,Bloomfield,CT,6002,"40 Loeffler Rd Bloomfield, CT 06002",41.832578,-72.764579,"$2,890","$3,503",($613),-17.49%,"$7,839","$10,869","($3,029)",-27.87%,6,$222.03,0
288343,SPRINGFIELD PUBLIC SCHOOLS,457108,EARLY CHILDHOOD CENTER,15 Catharine St,Springfield,MA,1109,"15 Catharine St Springfield, MA 01109",42.111948,-72.564299,$911,$945,($34),-3.62%,"$4,408","$4,821",($414),-8.58%,6,$424.96,10
288353,BOSTON PUBLIC SCHOOLS,458415,EAST BOSTON HIGH,86 White St,East Boston,MA,2128,"86 White St East Boston, MA 02128",42.381061,-71.034938,"$1,364","$1,404",($40),-2.82%,"$6,474","$7,605","($1,130)",-14.86%,4,$122.25,3
288193,EAST GRANBY SELECTMANS OFFICE,288193,EAST GRANBY SELECTMANS OFFICE,9 Center St,East Granby,CT,6026,"9 Center St East Granby, CT 06026",41.942431,-72.729138,"$1,981","$3,130","($1,150)",-36.73%,"$7,101","$11,255","($4,155)",-36.91%,6,$54.17,10
286910,EAST HAMPTON BOARD OF EDUCATIO,443737,EAST HAMPTON HIGH SCHOOL,15 N Maple St,East Hampton,CT,6424,"15 N Maple St East Hampton, CT 06424",41.582303,-72.513469,"$5,340","$9,889","($4,549)",-46.00%,"$16,871","$27,505","($10,634)",-38.66%,4,$421.66,0
286910,EAST HAMPTON BOARD OF EDUCATIO,456065,EAST HAMPTON MEMORIAL SCHOOL,20 Smith St,East Hampton,CT,6424,"20 Smith St East Hampton, CT 06424",41.570538,-72.485746,"$9,185","$10,950","($1,765)",-16.12%,"$27,804","$27,515",$290,1.05%,5,$401.38,0
333591,ENVIRONMENTAL CLEANING SOLUTIO,473003,ECS Commerical,2041 State Highway 5S,Amsterdam,NY,12010,"2041 State Highway 5S Amsterdam, NY 12010",42.93498,-74.26696,"$7,434","$4,540","$2,894",63.75%,"$22,280","$14,617","$7,663",52.43%,6,$187.42,20
315334,EDADVANCE,315334,EDADVANCE,355 Goshen Rd,Litchfield,CT,6759,"355 Goshen Rd Litchfield, CT 06759",41.763834,-73.198403,"$2,549","$2,208",$341,15.44%,"$8,863","$7,810","$1,052",13.47%,4,$157.20,23
315334,EDADVANCE,468129,EDADVANCE HEAD START,28 Saint John Pl,Torrington,CT,6790,"28 Saint John Pl Torrington, CT 06790",41.802848,-73.119213,"$2,316","$2,333",($17),-0.71%,"$7,860","$8,181",($321),-3.93%,4,$173.62,23
288353,BOSTON PUBLIC SCHOOLS,448445,EDISON,60 Glenmont Rd,Brighton,MA,2135,"60 Glenmont Rd Brighton, MA 02135",42.34545,-71.1602,"$1,391","$1,221",$170,13.94%,"$6,239","$5,523",$716,12.96%,4,$247.51,3
288353,BOSTON PUBLIC SCHOOLS,458419,EDWARD EVERETT ELEM,71 Pleasant St,Dorchester,MA,2125,"71 Pleasant St Dorchester, MA 02125",42.313657,-71.059777,$441,$558,($117),-20.98%,"$2,271","$2,899",($628),-21.65%,4,$65.17,3
288353,BOSTON PUBLIC SCHOOLS,458417,ELIOT 2-4,173 Salem St,Boston,MA,2113,"173 Salem St Boston, MA 02113",42.36595,-71.05489,$424,$397,$26,6.63%,"$1,971","$2,140",($169),-7.91%,4,$49.99,3
288353,BOSTON PUBLIC SCHOOLS,471496,ELIOT 5-8,585 Commercial St,Boston,MA,2109,"585 Commercial St Boston, MA 02109",42.36783,-71.057832,$560,$672,($113),-16.78%,"$2,786","$3,690",($903),-24.49%,4,$39.39,3
288353,BOSTON PUBLIC SCHOOLS,458416,ELIOT K0-1,16 Charter St,Boston,MA,2113,"16 Charter St Boston, MA 02113",42.36611,-71.053378,$442,$478,($36),-7.52%,"$2,196","$2,715",($519),-19.12%,4,$72.34,3
288050,CLINTON BOARD OF EDUCATION,443911,ELIOT SCHOOL,69 Fairy Dell Rd,CLINTON,CT,6413,"69 Fairy Dell Rd CLINTON, CT 06413",41.297342,-72.519867,"$9,703","$8,555","$1,148",13.42%,"$29,864","$26,277","$3,588",13.65%,4,$623.34,16
288353,BOSTON PUBLIC SCHOOLS,448447,ELLIS,302 Walnut Ave,Roxbury,MA,2119,"302 Walnut Ave Roxbury, MA 02119",42.316282,-71.092921,"$1,305","$1,780",($474),-26.64%,"$4,843","$6,243","($1,400)",-22.43%,6,$96.29,3
288018,ENFIELD DEPT OF PUBLIC WORKS,444024,ENFIELD BOE ENFIELD HIGH SCHOO,1264 Enfield St,Enfield,CT,6082,"1264 Enfield St Enfield, CT 06082",41.978672,-72.596578,"$4,544","$2,478","$2,066",83.35%,"$15,626","$8,011","$7,615",95.06%,5,$196.67,10
342875,ENJET AERO LLC,481141,Enjet Aero Manchester,41 Progress Dr,Manchester,CT,6042,"41 Progress Dr Manchester, CT 06042",41.8015,-72.505293,"$8,730","$5,468","$3,261",59.64%,"$24,803","$16,165","$8,637",53.43%,7,$202.71,0
288183,REGIONAL SCHOOL DIST 19,444114,EO SMITH HIGH SCHOOL,1235 Storrs Rd,Storrs,CT,6268,"1235 Storrs Rd Storrs, CT 06268",41.802763,-72.24427,"$20,887","$18,396","$2,491",13.54%,"$56,529","$53,311","$3,217",6.03%,7,$690.07,19
288353,BOSTON PUBLIC SCHOOLS,448463,F LYMAN WINSHIP ELEMENTARY,54 Dighton St,Brighton,MA,2135,"54 Dighton St Brighton, MA 02135",42.3476,-71.155453,"$1,511","$1,155",$356,30.81%,"$6,542","$5,337","$1,205",22.57%,6,$123.33,3
326164,Family Access of Newton,326164,Family Access of Newton,492 Waltham St,West Newton,MA,2465,"492 Waltham St West Newton, MA 02465",42.35076,-71.225928,"$9,541","$8,659",$882,10.19%,"$21,179","$22,314","($1,135)",-5.09%,5,$533.54,3
343858,FARMINGTON BOARD OF EDUCATION,481954,FARMINGTON HIGH SCHOOL - CREC,10 MONTIETH DR,Farmington,CT,6032,"10 MONTIETH DR Farmington, CT 06032",41.750976,-72.868225,"$8,269","$1,167","$7,103",608.80%,"$31,213","$4,942","$26,271",531.60%,5,$363.27,23
288353,BOSTON PUBLIC SCHOOLS,458438,FARRAGUT/KENNEDY ACAD FOR HEAL,10 Fenwood Rd,Boston,MA,2115,"10 Fenwood Rd Boston, MA 02115",42.334134,-71.106439,$420,$310,$110,35.56%,"$2,052","$1,467",$585,39.91%,4,$54.35,3
250132,FELTON BRUSH CO INC,250132,FELTON BRUSH CO INC,7 Burton Dr,Londonderry,NH,3053,"7 Burton Dr Londonderry, NH 03053",42.905331,-71.421861,"$2,686","$1,707",$979,57.35%,"$7,267","$5,734","$1,533",26.74%,4,$194.70,1
289506,FLORENCE  BANK,289506,FLORENCE  BANK,85 Main St,Florence,MA,1062,"85 Main St Florence, MA 01062",42.33567,-72.670691,"$6,038","$5,992",$45,0.76%,"$13,549","$14,751","($1,203)",-8.15%,4,$924.93,22
288343,SPRINGFIELD PUBLIC SCHOOLS,452920,FOREST PARK MIDDLE SCHOOL,46 Oakland St,Springfield,MA,1108,"46 Oakland St Springfield, MA 01108",42.086098,-72.564204,"$3,777","$2,591","$1,186",45.79%,"$13,653","$9,061","$4,592",50.68%,4,$764.20,10
288353,BOSTON PUBLIC SCHOOLS,458485,FRANKLIN D ROOSEVELT K-8,95 Needham Rd,Hyde Park,MA,2136,"95 Needham Rd Hyde Park, MA 02136",42.243149,-71.124214,$558,$389,$169,43.45%,"$2,377","$1,832",$545,29.76%,4,$35.79,3
287019,FRANKLIN PERKINS SCHOOL,443000,FRANKLIN PERKINS SCHOOL,971 Main St,Lancaster,MA,1523,"971 Main St Lancaster, MA 01523",42.462056,-71.671815,"$7,219","$5,255","$1,964",37.38%,"$21,521","$16,044","$5,476",34.13%,9,$248.32,17
288300,LEDYARD PUBLIC SCHOOLS,444352,GALLUP HILL SCHOOL,169 Gallup Hill Rd,Ledyard,CT,6339,"169 Gallup Hill Rd Ledyard, CT 06339",41.42773,-71.975451,"$8,520","$5,948","$2,573",43.25%,"$29,080","$20,509","$8,571",41.79%,4,$583.04,7
288353,BOSTON PUBLIC SCHOOLS,448449,GARDNER PILOT ACADEMY,30 Athol St,Allston,MA,2134,"30 Athol St Allston, MA 02134",42.360743,-71.134013,$682,"$2,006","($1,324)",-66.00%,"$3,498","$7,772","($4,275)",-55.00%,5,$158.58,3
345261,GENGRAS CDJR,345261,GENGRAS CDJR,421 Tunxis Hill Rd,Fairfield,CT,6825,"421 Tunxis Hill Rd Fairfield, CT 06825",41.176403,-73.230343,"$1,543",,"$1,543",,"$7,439",,"$7,439",,5,$93.77,9
328977,GENGRAS CHRYSLER DODGE JEEP RA,328977,GENGRAS CHRYSLER DODGE JEEP RA,460 Connecticut Blvd,East Hartford,CT,6108,"460 Connecticut Blvd East Hartford, CT 06108",41.770228,-72.654366,"$2,833","$1,890",$942,49.85%,"$13,583","$10,075","$3,507",34.81%,5,$154.38,0
329378,GENGRAS FORD,329378,GENGRAS FORD,225 New Britain Ave,Plainville,CT,6062,"225 New Britain Ave Plainville, CT 06062",41.678091,-72.842394,"$1,249",$846,$403,47.58%,"$6,024","$4,380","$1,643",37.52%,5,$70.27,23
328975,GENGRAS VOLVO,328975,GENGRAS VOLVO,540 Connecticut Blvd,East Hartford,CT,6108,"540 Connecticut Blvd East Hartford, CT 06108",41.770057,-72.65579,$793,$933,($141),-15.08%,"$3,546","$4,398",($852),-19.38%,4,$89.64,0
328981,GENGRAS VOLVO NORTH HAVEN,328981,GENGRAS VOLVO NORTH HAVEN,375 Washington Ave,North Haven,CT,6473,"375 Washington Ave North Haven, CT 06473",41.409273,-72.845505,"$1,144",$730,$414,56.73%,"$5,155","$3,809","$1,346",35.33%,4,$50.50,16
288353,BOSTON PUBLIC SCHOOLS,458406,GEORGE H CONLEY ELEM,450 Poplar St,Roslindale,MA,2131,"450 Poplar St Roslindale, MA 02131",42.274749,-71.127073,$660,$812,($152),-18.71%,"$3,104","$4,039",($935),-23.15%,4,$87.55,3
288258,GLASTONBURY BOARD OF EDUCATION,453510,GLASTONBURY EAST HTFD MAGNET S,95 Oak St,Glastonbury,CT,6033,"95 Oak St Glastonbury, CT 06033",41.708725,-72.594664,"$5,913","$8,157","($2,244)",-27.51%,"$17,710","$22,050","($4,340)",-19.68%,5,$511.52,0
288258,GLASTONBURY BOARD OF EDUCATION,444296,GLASTONBURY HIGH SCHOOL-MAINTD,330 Hubbard St,Glastonbury,CT,6033,"330 Hubbard St Glastonbury, CT 06033",41.701501,-72.593071,"$22,225","$20,997","$1,228",5.85%,"$64,048","$58,660","$5,388",9.18%,4,"$1,180.60",0
288137,REGIONAL SCHOOL DIST 6,444029,GOSHEN CENTER SCHOOL,50 North St,Goshen,CT,6756,"50 North St Goshen, CT 06756",41.834632,-73.226712,"$1,837","$2,514",($677),-26.93%,"$5,895","$7,828","($1,933)",-24.69%,4,$241.77,23
288082,GRANBY PUBLIC SCHOOLS,443755,GRANBY HIGH SCHOOL,315 Salmon Brook St,Granby,CT,6035,"315 Salmon Brook St Granby, CT 06035",41.96108,-72.7922,"$8,011","$9,177","($1,166)",-12.70%,"$32,888","$36,928","($4,040)",-10.94%,6,$371.04,23
288082,GRANBY PUBLIC SCHOOLS,443757,GRANBY MIDDLE SCHOOL,321 Salmon Brook St,Granby,CT,6035,"321 Salmon Brook St Granby, CT 06035",41.961073,-72.791574,"$4,605","$2,754","$1,851",67.21%,"$18,577","$11,638","$6,939",59.63%,6,$277.85,23
308274,GREATER NEW BEDFORD REG VOC TE,308274,GREATER NEW BEDFORD REG VOC TE,1121 Ashley Blvd,New Bedford,MA,2745,"1121 Ashley Blvd New Bedford, MA 02745",41.69055,-70.93735,"$6,934","$9,771","($2,837)",-29.03%,"$18,912","$28,059","($9,148)",-32.60%,4,$283.75,3
288552,GREENFIELD COMMUNITY COLLEGE,288552,GREENFIELD COMMUNITY COLLEGE,1 College Dr,Greenfield,MA,1301,"1 College Dr Greenfield, MA 01301",42.599533,-72.631295,"$4,197","$1,832","$2,365",129.04%,"$14,654","$5,794","$8,860",152.93%,6,$89.44,22
288178,GRISWOLD BOARD OF EDUCATION,444111,GRISWOLD MIDDLE SCHOOL,211 SLATER AVE,Jewett City,CT,6351,"211 SLATER AVE Jewett City, CT 06351",41.597526,-71.980648,"$16,814","$14,065","$2,749",19.55%,"$49,908","$42,992","$6,916",16.09%,5,$604.54,7
251415,MSAD #17 OXFORD HILLS,452499,GUY E ROWE ELEMENTARY SCHOOL,219 Main St,Norway,ME,4268,"219 Main St Norway, ME 04268",44.212149,-70.534906,"$4,158","$3,355",$803,23.92%,"$12,613","$12,366",$247,2.00%,4,$529.88,4
287855,H & S CARPET CLEANING,287855,H & S CARPET CLEANING,153 Palmer Rd,CHAPLIN,CT,6235,"153 Palmer Rd CHAPLIN, CT 06235",41.789975,-72.139433,"$3,718","$6,288","($2,571)",-40.88%,"$12,963","$23,072","($10,108)",-43.81%,4,$229.28,19
251379,SALEM SCHOOL DISTRICT SAU 57,421128,HAIGH SCHOOL,24 School St,Salem,NH,3079,"24 School St Salem, NH 03079",42.790717,-71.203529,"$3,404","$2,329","$1,075",46.15%,"$9,746","$5,724","$4,023",70.28%,7,$236.85,18
344526,Harold D Donohue Federal Bldg.,479612,HAROLD D DONOHUE FEDERAL COURT,595 Main St,Worcester,MA,1608,"595 Main St Worcester, MA 01608",42.260475,-71.803859,"$2,911",,"$2,911",,"$10,706",,"$10,706",,6,$120.74,17
288343,SPRINGFIELD PUBLIC SCHOOLS,442941,HARRIS,58 Hartford Ter,Springfield,MA,1118,"58 Hartford Ter Springfield, MA 01118",42.0926,-72.535465,"$2,896","$3,135",($239),-7.62%,"$13,063","$13,227",($164),-1.24%,10,$570.83,10
304486,HARTFORD PUBLIC LIBRARY,304486,HARTFORD PUBLIC LIBRARY,500 Main St,Hartford,CT,6103,"500 Main St Hartford, CT 06103",41.762141,-72.673916,"$8,256","$11,140","($2,883)",-25.88%,"$27,951","$36,753","($8,801)",-23.95%,9,$273.07,0
288258,GLASTONBURY BOARD OF EDUCATION,464788,Hebron Avenue School,1363 Hebron Ave,Glastonbury,CT,6033,"1363 Hebron Ave Glastonbury, CT 06033",41.718479,-72.559498,"$3,618","$3,420",$198,5.79%,"$10,262","$9,570",$692,7.23%,4,$572.89,0
331208,TRUMBULL BOARD OF EDUCATION -,471542,HILLCREST MIDDLE SCHOOL - CREC,530 Daniels Farm Rd,Trumbull,CT,6611,"530 Daniels Farm Rd Trumbull, CT 06611",41.261551,-73.196874,"$5,590","$3,302","$2,288",69.28%,"$21,626","$13,446","$8,180",60.83%,5,$237.23,9
229126,HILLYARD NEW YORK,229126,HILLYARD NEW YORK,125 Rawson Rd,Victor,NY,14564,"125 Rawson Rd Victor, NY 14564",42.980585,-77.420032,($18),($363),$344,-94.97%,"$17,464","$33,938","($16,474)",-48.54%,4,$10.10,8
288026,WINCHESTER BOARD OF EDUCATION,443838,HINSDALE SCHOOL,15 Hinsdale Ave,Winsted,CT,6098,"15 Hinsdale Ave Winsted, CT 06098",41.927269,-73.074869,"$7,617",$914,"$6,703",733.37%,"$29,152","$3,851","$25,301",656.99%,4,$248.95,23
249642,HJ STABILE & SON INC,249642,HJ STABILE & SON INC,"20 Cotton Rd, Suite 200",Nashua,NH,3063,"20 Cotton Rd, Suite 200 Nashua, NH 03063",42.783919,-71.509739,"$1,357","$1,435",($79),-5.47%,"$3,107","$3,359",($251),-7.48%,4,$138.97,1
250810,HOLY CROSS HEALTH CARE CENTER,250810,HOLY CROSS HEALTH CARE CENTER,357 Island Pond Rd,Manchester,NH,3109,"357 Island Pond Rd Manchester, NH 03109",42.97172,-71.417088,"$4,348","$3,033","$1,315",43.34%,"$17,099","$12,032","$5,068",42.12%,9,$181.71,1
290299,HORIZON SERVICES COMPANY,290299,HORIZON SERVICES COMPANY,250 Governor St,East Hartford,CT,6108,"250 Governor St East Hartford, CT 06108",41.77135,-72.654196,"$9,171","$5,134","$4,037",78.64%,"$45,178","$18,575","$26,603",143.22%,7,$245.72,0
308043,HOUSE OF BLUES BOSTON,308043,HOUSE OF BLUES BOSTON,15 Lansdowne St,Boston,MA,2215,"15 Lansdowne St Boston, MA 02215",42.347353,-71.095579,"$9,117","$13,149","($4,032)",-30.66%,"$32,019","$43,458","($11,439)",-26.32%,5,"$1,010.91",3
288353,BOSTON PUBLIC SCHOOLS,458475,HUGH R ODONNELL ELEMENTARY,33 Trenton St,East Boston,MA,2128,"33 Trenton St East Boston, MA 02128",42.378068,-71.038003,$425,$614,($188),-30.71%,"$1,982","$3,062","($1,080)",-35.28%,4,$59.21,3
288353,BOSTON PUBLIC SCHOOLS,448454,HYDE PARK HIGH,651 Metropolitan Ave,Hyde Park,MA,2136,"651 Metropolitan Ave Hyde Park, MA 02136",42.26382,-71.117768,$270,$261,$9,3.31%,"$1,364","$1,613",($249),-15.45%,5,$256.24,3
289495,J DIRATS & COMPANY INC,289495,J DIRATS & COMPANY INC,41 Airport Rd,Westfield,MA,1085,"41 Airport Rd Westfield, MA 01085",42.16094,-72.72281,"$1,849","$2,457",($609),-24.77%,"$7,018","$7,127",($109),-1.52%,5,$88.39,10
344104,TRI CITY USED CARS,483588,JACK CHRYSLER DODGE JEEP RAM,824 Portland Rd,Saco,ME,4072,"824 Portland Rd Saco, ME 04072",43.53461,-70.424652,$230,,$230,,$821,,$821,,5,$75.36,15
288353,BOSTON PUBLIC SCHOOLS,448456,JACKSON/MANN K-8,40 Armington St,Allston,MA,2134,"40 Armington St Allston, MA 02134",42.352031,-71.137703,"$2,020","$1,871",$149,7.99%,"$7,413","$7,703",($289),-3.76%,4,$129.79,3
288353,BOSTON PUBLIC SCHOOLS,458478,JAMES OTIS ELEMENTARY,218 Marion St,East Boston,MA,2128,"218 Marion St East Boston, MA 02128",42.375236,-71.03392,$770,$519,$251,48.35%,"$3,707","$2,552","$1,156",45.30%,4,$62.24,3
249681,JARVIS CUTTING TOOLS,249681,JARVIS CUTTING TOOLS,100 Jarvis Ave,Rochester,NH,3868,"100 Jarvis Ave Rochester, NH 03868",43.32783,-70.972656,"$1,882",$732,"$1,150",157.01%,"$4,893","$1,930","$2,963",153.57%,4,$129.45,15
288353,BOSTON PUBLIC SCHOOLS,458395,JEREMIAH E BURKE HIGH,60 Washington St,Dorchester,MA,2121,"60 Washington St Dorchester, MA 02121",42.307256,-71.080904,$778,$829,($51),-6.13%,"$3,790","$4,135",($345),-8.35%,4,$80.22,3
287508,JEWISH COMMUNITY CTR OF NEW HA,287508,JEWISH COMMUNITY CTR OF NEW HA,360 Amity Rd,Woodbridge,CT,6525,"360 Amity Rd Woodbridge, CT 06525",41.35168,-72.99161,"$19,636","$9,117","$10,519",115.38%,"$63,878","$31,968","$31,910",99.82%,8,$875.20,16
288054,WINDSOR BOARD OF EDUCATION,443941,JF KENNEDY SCHOOL,530 Park Ave,Windsor,CT,6095,"530 Park Ave Windsor, CT 06095",41.837689,-72.675043,"$5,820","$4,789","$1,032",21.54%,"$21,591","$17,814","$3,776",21.20%,5,$200.12,0
288050,CLINTON BOARD OF EDUCATION,443912,JOEL SCHOOL,137A Glenwood Rd,CLINTON,CT,6413,"137A Glenwood Rd CLINTON, CT 06413",41.303161,-72.525974,"$11,290","$7,654","$3,635",47.49%,"$36,647","$27,246","$9,402",34.51%,6,$482.88,16
287962,NORWICH BOARD OF EDUCATION,444017,JOHN B STANTON SCHOOL,386 New London Tpke,Norwich,CT,6360,"386 New London Tpke Norwich, CT 06360",41.522468,-72.101074,"$1,123","$1,922",($799),-41.57%,"$6,641","$7,583",($942),-12.42%,6,$101.91,7
288353,BOSTON PUBLIC SCHOOLS,458481,JOHN D PHILBRICK ELEMENTARY,40 Philbrick St,Roslindale,MA,2131,"40 Philbrick St Roslindale, MA 02131",42.285439,-71.117795,$477,$274,$203,73.88%,"$2,336","$1,338",$997,74.52%,4,$60.40,3
287962,NORWICH BOARD OF EDUCATION,444013,JOHN MORIARTY SCHOOL,20 Lawler Ln,Norwich,CT,6360,"20 Lawler Ln Norwich, CT 06360",41.572676,-72.066464,$857,"$4,909","($4,052)",-82.55%,"$5,290","$17,587","($12,297)",-69.92%,4,$145.59,7
288353,BOSTON PUBLIC SCHOOLS,458437,JOSEPH J HURLEY K-8,70 Worcester Sq,Boston,MA,2118,"70 Worcester Sq Boston, MA 02118",42.338866,-71.07775,$657,$672,($15),-2.20%,"$3,049","$3,190",($141),-4.42%,4,$64.37,3
288353,BOSTON PUBLIC SCHOOLS,458442,JOYCE KILMER K-8 UPPER SCHOOL,140 Russett Rd,West Roxbury,MA,2132,"140 Russett Rd West Roxbury, MA 02132",42.292651,-71.152368,$217,$172,$46,26.61%,$951,$961,($9),-0.94%,4,$18.65,3
288082,GRANBY PUBLIC SCHOOLS,461373,KELLY LANE SCHOOLS,60 Kelly Ln,Granby,CT,6035,"60 Kelly Ln Granby, CT 06035",41.968223,-72.80992,"$3,949","$3,293",$657,19.94%,"$16,481","$13,781","$2,700",19.59%,4,$428.58,23
287962,NORWICH BOARD OF EDUCATION,444011,KELLY MIDDLE SCHOOL,25 Mahan Dr,Norwich,CT,6360,"25 Mahan Dr Norwich, CT 06360",41.54684,-72.078746,"$2,545","$4,872","($2,328)",-47.77%,"$11,936","$18,804","($6,868)",-36.53%,5,$213.26,7
308305,NYS GLOVERSVILLE ENLARGED SCHO,457988,KINGSBOROUGH ELEMENTARY SCHOOL,24 W 11th Ave,Gloversville,NY,12078,"24 W 11th Ave Gloversville, NY 12078",43.064117,-74.342465,"$2,221","$2,011",$210,10.46%,"$5,678","$5,582",$96,1.71%,4,$112.75,20
251379,SALEM SCHOOL DISTRICT SAU 57,421171,LANCASTER SCHOOL,54 Millville St,Salem,NH,3079,"54 Millville St Salem, NH 03079",42.78833,-71.225701,"$5,703","$2,043","$3,661",179.22%,"$17,943","$5,259","$12,683",241.16%,6,$219.48,18
287953,SIMSBURY PUBLIC SCHOOLS,443905,LATIMER LANE SCHOOL,33 Mountain View Dr,Weatogue,CT,6089,"33 Mountain View Dr Weatogue, CT 06089",41.840705,-72.822626,"$1,794","$2,488",($694),-27.90%,"$7,328","$9,015","($1,687)",-18.71%,5,$378.52,23
288300,LEDYARD PUBLIC SCHOOLS,444349,LEDYARD HIGH SCHOOL,24 Gallup Hill Rd,Ledyard,CT,6339,"24 Gallup Hill Rd Ledyard, CT 06339",41.438561,-71.995859,"$12,394","$12,719",($325),-2.56%,"$40,507","$43,099","($2,592)",-6.01%,4,$552.99,7
288300,LEDYARD PUBLIC SCHOOLS,444351,LEDYARD MIDDLE SCHOOL,1860 Route 12,GALES FERRY,CT,6335,"1860 Route 12 GALES FERRY, CT 06335",41.452393,-72.069831,"$6,265","$4,636","$1,629",35.14%,"$21,447","$14,755","$6,692",45.35%,4,$305.81,7
288353,BOSTON PUBLIC SCHOOLS,458503,LEWENBERG/YOUNG ACHIEVERS SCIE,20 Outlook Rd,Mattapan,MA,2126,"20 Outlook Rd Mattapan, MA 02126",42.282313,-71.095001,$941,"$1,308",($367),-28.06%,"$4,552","$6,468","($1,916)",-29.62%,4,$148.70,3
266230,LEWISTON SCHOOL DEPARTMENT,437608,LEWISTON HIGH SCHOOL,156 East Ave,Lewiston,ME,4240,"156 East Ave Lewiston, ME 04240",44.093141,-70.201897,"$26,043","$15,878","$10,165",64.02%,"$94,722","$66,071","$28,651",43.36%,8,$545.32,4
288343,SPRINGFIELD PUBLIC SCHOOLS,442936,LIBERTY SCHOOL,962 Carew St,Springfield,MA,1104,"962 Carew St Springfield, MA 01104",42.129421,-72.579866,"$1,457","$1,415",$41,2.93%,"$6,147","$6,543",($396),-6.05%,4,$79.56,10
250734,LIFE IS GOOD,421177,LIFE IS GOOD,15 Hudson Park Dr,Hudson,NH,3051,"15 Hudson Park Dr Hudson, NH 03051",42.775812,-71.395652,"$6,825","$7,867","($1,042)",-13.24%,"$23,414","$26,004","($2,590)",-9.96%,8,$168.95,18
293813,LIKE YOU WANT IT LLC,479948,LIKE YOU WANT IT,398 Daniel Webster Hwy,Merrimack,NH,3054,"398 Daniel Webster Hwy Merrimack, NH 03054",42.85589,-71.491898,"$1,367","$1,403",($36),-2.54%,"$4,923","$5,532",($609),-11.01%,4,$156.68,1
329580,LINCOLN VILLAGE,470500,LINCOLN VILLAGE,134 Country Club Blvd,Worcester,MA,1605,"134 Country Club Blvd Worcester, MA 01605",42.30171,-71.77579,"$10,080","$6,678","$3,402",50.95%,"$30,077","$23,175","$6,902",29.78%,5,$534.44,17
317887,LITCHFIELD BOARD OF EDUCATION,458327,LITCHFIELD MIDDLE AND HIGH SCH,14 Plumb Hill Rd,Litchfield,CT,6759,"14 Plumb Hill Rd Litchfield, CT 06759",41.742167,-73.207165,"$5,439","$5,260",$179,3.40%,"$17,778","$16,618","$1,160",6.98%,7,$370.88,23
287452,LIVEWELL - ALZHEIMER RESOURCE,287452,LIVEWELL - ALZHEIMER RESOURCE,1261 S Main St,Plantsville,CT,6479,"1261 S Main St Plantsville, CT 06479",41.57196,-72.89584,"$6,920","$8,428","($1,508)",-17.89%,"$38,356","$44,562","($6,206)",-13.93%,15,$125.07,16
295248,LOOMIS CHAFFEE SCHOOL HOUSEKEE,295248,LOOMIS CHAFFEE SCHOOL HOUSEKEE,4 Batchelder Rd,Windsor,CT,6095,"4 Batchelder Rd Windsor, CT 06095",41.842714,-72.641227,"$23,372","$22,999",$373,1.62%,"$97,286","$94,353","$2,933",3.11%,14,$559.19,0
